,id,bigrams
651,4120180,"[('an', 'amazing'), ('highly', 'recommend'), ('’', 's')]"
652,4133737,"[('Air', 'B'), ('Blue', 'Line'), ('other', 'reviewers')]"
653,4141921,"[('Red', 'Line'), ('massage', 'chair'), ('red', 'line')]"
654,4145272,"[('’', 's'), ('walking', 'distance'), ('no', 'TV')]"
655,4145505,"[('Red', 'Line'), ('red', 'line'), ('Clark', 'Street')]"
656,4150121,"[('ear', 'plugs'), ('Lake', 'Shore'), ('grocery', 'stores')]"
657,4156913,[]
658,4157774,"[('brown', 'line'), ('Lincoln', 'Square'), ('my', 'parents')]"
659,4160105,"[('too', 'far'), ('at', 'night'), ('for', 'me')]"
660,4164410,"[('Donatella', 'is'), ('is', 'a')]"
661,4173269,"[(""don't"", 'want'), ('living', 'room'), ('public', 'transportation')]"
662,4174694,"[('minute', 'walk'), ('make', 'sure'), ('walking', 'distance')]"
663,4178970,"[('living', 'room'), ('automated', 'posting'), ('days', 'before')]"
664,4183886,"[('master', 'bedroom'), ('few', 'blocks'), ('Navy', 'Pier')]"
665,4188695,"[('a', 'great'), ('a', 'wonderful'), ('in', 'Chicago')]"
666,4192679,"[('lock', 'box'), ('rooftop', 'deck'), ('automated', 'posting')]"
667,4192849,"[('of', 'Chicago'), ('clean', 'and'), ('and', 'comfortable')]"
668,4214683,"[('walking', 'distance'), ('checked', 'out'), ('more', 'than')]"
669,4217695,"[('public', 'transportation'), ('responded', 'quickly'), ('Public', 'transportation')]"
670,4225006,"[('public', 'transportation'), ('short', 'walk'), ('street', 'parking')]"
671,4235547,"[('cats', 'in'), ('but', 'they'), ('This', 'is')]"
672,4235885,[]
673,4238100,"[('the', 'apartment'), ('Paul', 'was')]"
674,4243309,"[('fresh', 'towels'), ('automated', 'posting'), ('private', 'bathroom')]"
675,4243905,"[('our', 'stay'), ('a', 'great')]"
676,4244248,[]
677,4246135,"[('went', 'above'), ('McCormick', 'Place'), ('walking', 'distance')]"
678,4248031,"[('exactly', 'as'), ('walking', 'distance'), ('Lincoln', 'Park')]"
679,4255260,"[('cleaning', 'lady'), ('Even', 'though'), ('drop', 'off')]"
680,4257285,"[('third', 'floor'), ('my', 'first'), ('so', 'much')]"
681,4263439,"[('possibly', 'need'), ('Gold', 'Coast'), ('could', 'possibly')]"
682,4267901,"[('River', 'North'), ('any', 'questions'), ('anyone', 'visiting')]"
683,4269685,"[('its', 'own'), ('half', 'bath'), ('no', 'problems')]"
684,4278818,"[('of', 'the'), ('I', 'had'), ('in', 'the')]"
685,4279919,"[('Blue', 'Line'), ('blue', 'line'), ('walking', 'distance')]"
686,4288256,"[('Logan', 'Square'), ('walking', 'distance'), ('within', 'walking')]"
687,4301222,[]
688,4309643,"[('walking', 'distance'), ('I', 'would'), ('his', 'place')]"
689,4310601,"[('15-20', 'minutes'), ('coffee', 'shop'), ('public', 'transportation')]"
690,4318291,[]
691,4323031,"[('beds', 'were'), ('as', 'well'), (""Matt's"", 'place')]"
692,4325737,"[('made', 'sure'), ('exactly', 'as'), ('here', 'again')]"
693,4330309,"[('train', 'station'), ('highly', 'recommend'), ('cats', 'who')]"
694,4334711,"[('public', 'transportation'), ('Brown', 'Line'), ('Lincoln', 'Square')]"
695,4335812,"[('is', 'very')]"
696,4342299,[]
697,4347659,"[('Red', 'Line'), ('Coach', 'House'), ('Whole', 'Foods')]"
698,4351295,"[('host', 'He'), ('other', 'guests'), (""Joe's"", 'place')]"
699,4359719,"[('the', 'house'), ('for', 'a'), ('get', 'to')]"
700,4364266,"[('blue', 'line'), ('felt', 'right'), ('come', 'back')]"
701,4365466,"[('red', 'line'), ('definitely', 'recommend'), ('recommend', 'staying')]"
702,4366516,"[('Great', 'place'), ('the', 'city'), ('to', 'stay')]"
703,4393530,[]
704,4393551,"[('Dorie', 'was'), ('apartment', 'was')]"
705,4394093,"[('staying', 'here'), ('really', 'great'), ('we', 'needed')]"
706,4395112,"[('an', 'automated'), ('automated', 'posting'), ('days', 'before')]"
707,4403891,"[('pink', 'line'), ('come', 'back'), ('his', 'wife')]"
708,4419090,"[('memory', 'foam'), ('walking', 'distance'), ('come', 'back')]"
709,4427529,"[('automated', 'posting'), ('bunk', 'beds'), ('convention', 'center')]"
710,4427562,"[('Tee', 'was'), ('apartment', 'was'), ('was', 'a')]"
711,4439903,"[('walking', 'distance'), ('My', 'boyfriend'), ('Air', 'B')]"
712,4440699,"[('I', 'can'), ('in', 'Chicago'), ('to', 'stay')]"
713,4441167,"[('McCormick', 'Place'), ('lot', 'of'), ('at', ""Mario's"")]"
714,4444304,"[('walking', 'distance'), ('Thank', 'you'), ('within', 'walking')]"
715,4456664,"[('an', 'amazing'), ('great', 'host'), ('The', 'neighborhood')]"
716,4457161,"[('better', 'than'), ('anyone', 'looking'), ('grocery', 'stores')]"
717,4479112,"[('arrival', 'This'), ('automated', 'posting'), ('before', 'arrival')]"
718,4479828,"[('good', 'experience'), ('if', 'you'), ('staying', 'with')]"
719,4485427,"[('If', ""you're""), ('walking', 'distance'), ('Blue', 'Line')]"
720,4485911,"[('walking', 'distance'), ('an', 'issue'), ('make', 'sure')]"
721,4503103,"[('red', 'line'), ('less', 'than'), ('would', 'definitely')]"
722,4503332,"[('Thank', 'you'), ('when', 'we'), ('We', 'had')]"
723,4510851,"[('in', 'the'), ('to', 'be'), ('I', 'was')]"
724,4511426,"[('Blue', 'Line'), ('su', 'casa'), ('blue', 'line')]"
725,4511482,"[('blue', 'line'), ('walking', 'distance'), ('Logan', 'Square')]"
726,4511517,"[('too', 'far'), ('blue', 'line'), ('Logan', 'Square')]"
727,4511654,"[('away', 'from'), ('would', 'definitely'), ('Thank', 'you')]"
728,4512813,"[('year', 'old'), ('blue', 'line'), ('its', 'own')]"
729,4518365,"[('easy', 'access'), ('time', 'staying'), ('would', 'definitely')]"
730,4530084,"[('Half', 'Italian'), ('Lula', 'Cafe'), ('public', 'transportation')]"
731,4533298,"[('at', ""Victor's""), ('we', 'wanted'), ('is', 'also')]"
732,4537388,"[('highly', 'recommend'), ('recommend', 'this'), ('I', 'would')]"
733,4548481,"[('taken', 'care'), ('Navy', 'Pier'), ('walking', 'distance')]"
734,4567371,"[('West', 'Town'), ('Wicker', 'Park'), ('grocery', 'store')]"
735,4567558,"[('public', 'transportation'), ('no', 'problem'), ('an', 'amazing')]"
736,4571132,"[('automated', 'posting'), ('before', 'arrival'), ('Michigan', 'Ave.')]"
737,4581364,"[('definitely', 'recommend'), ('Thank', 'you'), ('My', 'family')]"
738,4589379,"[('Logan', 'Square'), ('5', 'minute'), ('3', 'nights')]"
739,4592031,"[('Thomas', 'was'), ('the', 'city'), ('great', 'host')]"
740,4596953,"[('will', 'be'), ('Lincoln', 'Park'), ('at', ""Holly's"")]"
741,4598631,"[('spiral', 'staircase'), ('walking', 'distance'), ('My', 'friends')]"
742,4612288,"[('Blue', 'Line'), ('walking', 'distance'), ('’', 's')]"
743,4631385,"[('walking', 'distance'), ('will', 'definitely'), ('block', 'away')]"
744,4632128,"[('Logan', 'Square'), ('coffee', 'maker'), ('have', 'been')]"
745,4632510,"[('blue', 'line'), ('washing', 'machine'), ('walking', 'distance')]"
746,4633440,"[('brown', 'line'), ('short', 'walk'), ('My', 'husband')]"
747,4644849,"[('I', 'would'), ('enjoyed', 'our'), (""Yana's"", 'place')]"
748,4647788,"[('was', 'as'), ('I', 'had'), ('The', 'room')]"
749,4667333,"[('grocery', 'store'), ('walking', 'distance'), ('Blue', 'Line')]"
750,4668682,"[('could', 'not'), ('Thank', 'you'), ('Lincoln', 'Park')]"
751,4692586,"[('good', 'experience'), ('we', 'had'), ('to', 'Chicago')]"
752,4694880,"[('walking', 'distance'), ('blue', 'line'), ('did', 'not')]"
753,4698247,"[('Logan', 'Square'), ('Thank', 'you'), ('Linsey', 'were')]"
754,4701215,"[('Blue', 'Line'), ('public', 'transportation'), ('parking', 'spot')]"
755,4706356,"[('The', 'house'), ('house', 'was'), ('for', 'our')]"
756,4706795,"[('blue', 'line'), ('walking', 'distance'), ('la', 'casa')]"
757,4708477,"[('made', 'our'), ('great', 'location'), ('very', 'clean')]"
758,4709507,"[('definitely', 'recommend'), ('would', 'definitely'), ('left', 'us')]"
759,4720091,"[('at', ""Michael's""), ('had', 'everything'), ('his', 'place')]"
760,4720154,"[('feel', 'welcome'), ('CONTENTS', 'HIDDEN'), ('SENSITIVE', 'CONTENTS')]"
761,4730797,"[('blue', 'line'), ('They', 'were'), ('Thank', 'you')]"
762,4731523,"[('blue', 'line'), ('you', 'may'), ('get', 'around')]"
763,4735600,"[('to', 'the'), ('Angela', 'was')]"
764,4736295,"[('’', 't'), ('orange', 'juice'), ('My', 'friend')]"
765,4737080,"[('magnificent', 'mile'), ('Full', 'marks'), ('Lincoln', 'Park')]"
766,4743282,"[('Wicker', 'Park'), ('highly', 'recommend'), ('bars', 'restaurants')]"
767,4745281,"[('Water', 'Tower'), ('any', 'questions'), ('king', 'beds')]"
768,4777997,"[('would', 'definitely'), ('great', 'host'), ('Dedric', 'made')]"
769,4784571,"[('walking', 'distance'), ('public', 'transportation'), ('Wrigley', 'Field')]"
770,4785136,"[('an', 'automated'), ('arrival', 'This'), ('automated', 'posting')]"
771,4785815,"[('an', 'amazing'), ('go', 'back'), ('by', 'far')]"
772,4786970,"[('Wicker', 'Park'), ('If', ""you're""), ('as', 'well')]"
773,4791587,"[('at', ""Kelvin's""), ('I', 'would'), ('stay', 'at')]"
774,4791600,"[('Hyde', 'Park'), ('public', 'transportation'), ('bus', 'stop')]"
775,4793611,"[('blue', 'line'), ('we', 'needed'), ('quiet', 'neighborhood')]"
776,4793938,"[('more', 'than'), ('Guesthouse', 'Hotel'), ('be', 'back')]"
777,4803582,"[('few', 'times'), ('walking', 'distance'), ('Blue', 'Line')]"
778,4823320,[]
779,4823973,"[('Highly', 'recommended'), ('walking', 'distance'), ('recommend', 'staying')]"
780,4831472,"[('Sweet', 'Maple'), ('medical', 'district'), ('body', 'wash')]"
781,4840199,"[('had', 'a'), ('was', 'friendly'), ('a', 'great')]"
782,4846345,"[('master', 'bedroom'), ('walking', 'distance'), ('come', 'back')]"
783,4852830,"[('Wrigley', 'Field'), ('ear', 'plugs'), ('Red', 'Line')]"
784,4862441,"[('at', ""Marika's""), ('in', 'Chicago'), ('stay', 'at')]"
785,4862952,"[('Whole', 'Foods'), ('block', 'away'), ('highly', 'recommend')]"
786,4867951,"[('red', 'line'), ('definitely', 'recommend'), ('host', 'she')]"
787,4868305,"[('perfect', 'for'), ('stay', 'here'), ('in', 'Chicago')]"
788,4868466,"[('Red', 'Line'), ('red', 'line'), ('well', 'located')]"
789,4872152,"[('blue', 'line'), ('walking', 'distance'), ('even', 'though')]"
790,4873967,"[('Wicker', 'Park'), ('blue', 'line'), ('exactly', 'what')]"
791,4899139,"[('fully', 'stocked'), ('In', 'addition'), ('living', 'room')]"
792,4907692,"[('perfect', 'for'), ('bungalow', 'was'), ('and', 'very')]"
793,4912516,"[('self-serve', 'gourmet'), ('fire', 'pit'), ('Highly', 'recommended')]"
794,4916985,"[('look', 'forward'), ('beautifully', 'decorated'), ('easily', 'accessible')]"
795,4918125,"[('Blue', 'Line'), ('walking', 'distance'), ('fire', 'pit')]"
796,4925062,"[('house', 'is')]"
797,4931044,"[('Ukrainian', 'Village'), ('my', 'first'), ('her', 'friends')]"
798,4932293,"[('Apple', 'TV'), ('last', 'minute'), ('Highly', 'recommended')]"
799,4936142,"[('Lincoln', 'Park'), ('stay', 'here'), ('a', 'few')]"
800,4950040,"[(""Jeff's"", 'apartment'), ('our', 'stay'), ('was', 'perfect')]"
801,4950123,"[('Navy', 'Pier'), ('Willis', 'Tower'), ('Grant', 'Park')]"
802,4956371,"[('year', 'old'), ('walking', 'distance'), (""doesn't"", 'look')]"
803,4976785,"[('here', 'again'), ('we', 'needed'), ('you', 'need')]"
804,4977432,"[('Ludell', 'and'), ('and', 'clean'), ('safe', 'and')]"
805,4978940,"[('Red', 'Line'), ('Rogers', 'Park'), ('street', 'parking')]"
806,4979274,"[('Music', 'Hall'), ('Wicker', 'Park'), ('each', 'other')]"
807,4985148,"[('automated', 'posting'), ('public', 'transportation'), ('days', 'before')]"
808,5036709,"[('Lincoln', 'Square'), ('walking', 'distance'), ('their', 'place')]"
809,5041693,"[('Ukrainian', 'Village'), ('highly', 'recommend'), ('walking', 'distance')]"
810,5048385,"[('in', 'the')]"
811,5057976,"[('public', 'transportation'), ('highly', 'recommend'), ('Wrigley', 'Field')]"
812,5059871,"[('lower', 'level'), ('walking', 'distance'), ('set', 'up')]"
813,5074013,"[('Millennium', 'Park'), ('taken', 'care'), ('walking', 'distance')]"
814,5085454,"[('grocery', 'store'), ('Blue', 'Line'), ('public', 'transit')]"
815,5091151,"[('URL', 'HIDDEN'), ('Millennium', 'Park'), ('parking', 'garage')]"
816,5092325,"[('walking', 'distance'), ('here', 'again'), ('highly', 'recommend')]"
817,5095350,"[('beautifully', 'decorated'), ('parking', 'spot'), ('walking', 'distance')]"
818,5095370,"[('walking', 'distance'), ('at', ""Kam's""), ('blue', 'line')]"
819,5102125,"[('great', 'host'), ('place', 'is'), ('with', 'Saurin')]"
820,5102601,"[('walking', 'distance'), ('automated', 'posting'), ('days', 'before')]"
821,5103548,"[('automated', 'posting'), ('an', 'automated'), ('before', 'arrival')]"
822,5117490,"[('no', 'problems'), ('’', 'll'), ('upon', 'arrival')]"
823,5135755,"[('we', 'had'), ('able', 'to'), ('for', 'our')]"
824,5169411,"[('back', 'patio'), ('easy', 'access'), ('this', 'house')]"
825,5195252,"[('an', 'amazing'), ('Wicker', 'Park'), ('as', 'well')]"
826,5205377,"[('walking', 'distance'), ('10', 'minute'), ('public', 'transportation')]"
827,5210190,"[('Dark', 'Matter'), ('real', 'treat'), ('Wicker', 'Park')]"
828,5210927,"[('Wicker', 'Park'), ('Ukrainian', 'Village'), ('been', 'happier')]"
829,5210931,"[('Wicker', 'Park'), ('any', 'questions'), ('super', 'cool')]"
830,5223619,[]
831,5231461,"[('Wicker', 'Park'), ('within', 'walking'), ('make', 'sure')]"
832,5248248,"[('Wrigley', 'Field'), ('definitely', 'stay'), ('at', ""Jonathan's"")]"
833,5260700,"[('Wrigley', 'Field'), ('walking', 'distance'), ('feel', 'welcome')]"
834,5270345,"[('highly', 'recommend'), ('view', 'of'), ('you', 'can')]"
835,5273710,"[('National', 'Museum'), ('’', 's'), ('light', 'sleeper')]"
836,5278739,"[('natural', 'light'), ('wicker', 'park'), ('king', 'size')]"
837,5283285,"[('Flower', 'Power'), ('Pink', 'Line'), ('front', 'door')]"
838,5297152,"[('Jo', 'Lin'), ('public', 'transportation'), ('first', 'airbnb')]"
839,5314422,"[('any', 'questions'), ('public', 'transport'), ('staying', 'here')]"
840,5321981,"[('last', 'minute'), (""you're"", 'looking'), ('Wicker', 'Park')]"
841,5322865,"[('Wicker', 'Park'), ('Highly', 'recommended'), ('blue', 'line')]"
842,5328080,"[('Rogers', 'Park'), ('red', 'line'), ('within', 'walking')]"
843,5338141,"[('did', 'not'), ('blue', 'line'), ('an', 'excellent')]"
844,5347873,"[('walking', 'distance'), ('public', 'transportation'), ('no', 'problems')]"
845,5354313,"[('URL', 'HIDDEN'), ('Logan', 'Square'), ('far', 'from')]"
846,5359984,"[('walking', 'distance'), ('There', 'are'), ('here', 'again')]"
847,5362499,"[('see', 'much'), ('of', 'her'), ('much', 'of')]"
848,5371114,"[('minute', 'walk'), ('Little', 'Italy'), ('would', 'definitely')]"
849,5383435,"[('would', 'definitely'), ('Great', 'location'), ('I', 'had')]"
850,5406217,"[('Blue', 'Line'), ('’', 's'), ('readily', 'available')]"
851,5414283,"[('look', 'forward'), ('parking', 'spot'), ('take', 'care')]"
852,5414968,"[('highly', 'recommend'), ('a', 'great'), ('to', 'the')]"
853,5433586,"[('blue', 'line'), ('conveniently', 'located'), ('bigger', 'than')]"
854,5436240,[]
855,5447105,"[('walking', 'distance'), ('red', 'line'), ('as', 'described')]"
856,5447656,"[('Logan', 'Square'), (""Marissa's"", 'place'), ('during', 'our')]"
857,5480976,"[('Wicker', 'Park'), ('walking', 'distance'), ('air', 'mattress')]"
858,5481685,"[('recommend', 'staying'), ('an', 'excellent'), ('could', 'get')]"
859,5506205,"[('blue', 'line'), ('highly', 'recommend'), ('walking', 'distance')]"
860,5509147,"[('lots', 'of'), ('stay', 'there'), (""Tamara's"", 'apartment')]"
861,5511358,"[('anyone', 'visiting'), ('would', 'definitely'), ('so', 'much')]"
862,5521442,"[('hot', 'tub'), ('Michigan', 'Avenue'), ('come', 'back')]"
863,5524344,"[('living', 'room'), ('size', 'bed'), ('come', 'back')]"
864,5537682,"[('Red', 'Line'), ('grocery', 'store'), ('Lincoln', 'Park')]"
865,5537683,"[('movie', 'theater'), ('walking', 'distance'), ('grocery', 'store')]"
866,5545645,"[('make', 'sure'), ('as', 'advertised'), ('would', 'definitely')]"
867,5551160,"[('6th', 'floor'), ('come', 'back'), ('grocery', 'store')]"
868,5561204,"[('blue', 'line'), ('an', 'excellent'), ('Logan', 'Square')]"
869,5567126,"[('Clark', 'Street'), ('my', 'first'), (""Johnny's"", 'place')]"
870,5569521,"[('would', 'definitely'), ('highly', 'recommend'), ('you', ""don't"")]"
871,5569607,"[('Wicker', 'Park'), ('walking', 'distance'), ('Thank', 'you')]"
872,5571262,"[('within', 'walking'), ('walking', 'distance'), ('Thank', 'you')]"
873,5592797,"[('URL', 'HIDDEN'), ('front', 'desk'), ('walking', 'distance')]"
874,5601166,"[('any', 'questions'), ('highly', 'recommend'), ('you', 'can')]"
875,5602585,"[('it', 'was'), ('for', 'a')]"
876,5605532,"[('check-out', 'times'), ('walking', 'distance'), ('parking', 'passes')]"
877,5615680,"[('West', 'Loop'), ('bus', 'stop'), ('minute', 'walk')]"
878,5617768,"[('pool/hot', 'tub'), ('Magnificent', 'Mile'), ('front', 'desk')]"
879,5618878,"[('CONTENTS', 'HIDDEN'), ('SENSITIVE', 'CONTENTS'), ('Logan', 'Square')]"
880,5638991,"[('If', 'you'), ('My', 'husband'), ('you', 'are')]"
881,5645139,"[('farm', 'fresh'), ('fresh', 'eggs'), ('Red', 'Line')]"
882,5648923,"[('It', 'was'), ('a', 'great'), ('from', 'the')]"
883,5651414,"[('Mrs.', 'Jefferson'), ('automated', 'posting'), ('Ukrainian', 'Village')]"
884,5657221,"[('It', 'was'), ('apartment', 'is'), ('a', 'great')]"
885,5660151,"[('more', 'than'), ('The', 'house'), ('was', 'easy')]"
886,5660904,"[('Soldier', 'Field'), ('on', 'how'), ('staying', 'here')]"
887,5672345,"[('second', 'bedroom'), ('come', 'back'), ('Wicker', 'Park')]"
888,5672965,"[('automated', 'posting'), ('canceled', 'this'), ('did', 'not')]"
889,5679314,[]
890,5681790,"[('Brown', 'Line'), ('set', 'up'), ('walking', 'distance')]"
891,5685076,"[('Red', 'Line'), ('walking', 'distance'), ('feel', 'right')]"
892,5694572,[]
893,5704888,"[('red', 'line'), ('air', 'mattress'), ('concierge', 'service')]"
894,5706620,"[('in', 'the')]"
895,5712768,"[('memory', 'foam'), ('Blue', 'Line'), ('fully', 'equipped')]"
896,5716097,"[('The', 'neighborhood'), ('as', 'well'), ('well', 'trained')]"
897,5727786,"[('Blue', 'Line'), ('Logan', 'Square'), ('public', 'transportation')]"
898,5736833,"[('’', 's'), ('I', 'would'), ('I', 'was')]"
899,5737004,"[('places', 'to'), ('a', 'great'), ('Elliot', 'and')]"
900,5748576,"[('Thank', 'you'), ('at', ""Shkelzen's""), ('an', 'issue')]"
901,5748954,"[('’', 't'), ('Red', 'Line'), ('red', 'line')]"
902,5749161,[]
903,5759051,"[('highly', 'recommend'), ('here', 'again'), ('minute', 'walk')]"
904,5769162,"[('Blue', 'Line'), ('Logan', 'Square'), ('guest', 'room')]"
905,5785758,"[(""Dan's"", 'place'), ('as', 'a'), ('my', 'stay')]"
906,5786224,"[('Navy', 'Pier'), ('have', 'been'), ('highly', 'recommend')]"
907,5794319,"[('here', 'again'), ('as', 'described'), ('stay', 'here')]"
908,5796340,"[('Little', 'Italy'), ('any', 'trouble'), ('concerned', 'about')]"
909,5804791,"[('my', 'stay'), ('I', 'had'), ('Dan', 'was')]"
910,5807685,[]
911,5810433,"[('Hyde', 'Park'), ('highly', 'recommend'), ('recommend', 'this')]"
912,5810513,"[('Lindsey', 'and'), ('to', 'the')]"
913,5814832,"[('really', 'enjoyed'), ('did', 'not'), ('parking', 'passes')]"
914,5827151,"[('blocks', 'away'), ('hot', 'tub'), ('20th', 'floor')]"
915,5836043,"[('an', 'excellent'), ('highly', 'recommend'), ('walking', 'distance')]"
916,5847065,"[('Ray', 'Charles'), ('walking', 'distance'), ('better', 'than')]"
917,5850897,"[('the', 'city'), ('in', 'the')]"
918,5851115,"[('board', 'games'), ('blue', 'line'), ('Garfield', 'Park')]"
919,5851766,"[('air', 'bnb'), ('public', 'transportation'), ('Blue', 'Line')]"
920,5855595,"[('walking', 'distance'), ('within', 'walking'), ('would', 'recommend')]"
921,5863177,"[('light', 'sleeper'), ('Lincoln', 'Park'), ('My', 'boyfriend')]"
922,5871440,[]
923,5874798,"[('Red', 'Line'), ('public', 'transportation'), ('red', 'line')]"
924,5882164,[]
925,5884731,"[('last', 'minute'), ('few', 'blocks'), ('public', 'transportation')]"
926,5903149,"[('dining', 'room'), ('would', 'definitely'), ('here', 'again')]"
927,5911098,"[('would', 'definitely'), ('recommendations', 'for'), ('Great', 'location')]"
928,5925583,"[('her', 'family'), ('the', 'University'), ('and', 'bathroom')]"
929,5928976,"[('walking', 'distance'), ('within', 'walking'), ('pink', 'line')]"
930,5929998,"[('Rahul', 'was'), ('a', 'great')]"
931,5945206,[]
932,5952748,"[('walking', 'distance'), ('Very', 'easy'), ('us', 'on')]"
933,5958652,"[('Art', 'House'), ('pink', 'line'), ('train', 'station')]"
934,5959115,[]
935,5959165,"[('block', 'away'), ('long', 'day'), ('highly', 'recommend')]"
936,5961202,"[('small', 'fridge'), ('Lincoln', 'Park'), ('nothing', 'but')]"
937,5969675,"[('Navy', 'Pier'), ('Magnificent', 'Mile'), ('Lincoln', 'Park')]"
938,5974083,"[('come', 'back'), ('went', 'above'), ('recommend', 'staying')]"
939,5977874,"[('grocery', 'store'), ('living', 'room'), ('10', 'minute')]"
940,5980645,"[('train', 'station'), ('back', 'door'), ('definitely', 'recommend')]"
941,5990023,"[('an', 'excellent'), ('I', 'would'), ('definitely', 'stay')]"
942,5991341,"[('come', 'back'), ('have', 'been'), ('Thank', 'you')]"
943,5992125,"[('in', 'the')]"
944,5996942,"[('at', 'night'), ('to', 'sleep'), ('a', 'little')]"
945,5997689,"[('a', 'great'), ('work', 'with'), ('to', 'work')]"
946,6000726,"[('walking', 'distance'), ('within', 'walking'), ('Logan', 'Square')]"
947,6000922,"[('when', 'we'), ('Street', 'parking'), ('parking', 'permit')]"
948,6003054,"[('another', 'couple'), ('answering', 'questions'), ('come', 'back')]"
949,6004411,"[('red', 'line'), ('has', 'been'), ('public', 'transportation')]"
950,6004949,"[('exactly', 'as'), ('when', 'we'), ('The', 'house')]"
951,6013542,"[('recommend', 'her'), (""Joshi's"", 'apartment'), ('her', 'place')]"
952,6014028,"[(""wouldn't"", 'hesitate'), ('new', 'friends'), ('automated', 'posting')]"
953,6014128,[]
954,6032335,"[('blue', 'line'), ('Logan', 'Square'), ('would', 'definitely')]"
955,6039038,"[('definitely', 'recommend'), ('exactly', 'as'), ('would', 'definitely')]"
956,6050527,"[('away', 'from'), ('feel', 'welcome'), ('in', 'Chicago')]"
957,6051322,"[('and', 'I')]"
958,6051951,"[('was', 'very')]"
959,6057908,"[('ice', 'cream'), ('Highly', 'recommended'), ('``', ""L''"")]"
960,6064250,"[('more', 'than'), ('always', 'available'), ('walking', 'distance')]"
961,6065318,"[('URL', 'HIDDEN'), ('?', '???'), ('without', 'disturbing')]"
962,6077875,"[('red', 'line'), ('walking', 'distance'), ('public', 'transportation')]"
963,6078393,"[('sure', 'that'), ('recommend', 'this'), ('our', 'stay')]"
964,6079747,"[('red', 'line'), ('via', 'text'), ('extra', 'blankets')]"
965,6086065,"[('it', 'was'), ('is', 'a'), ('was', 'very')]"
966,6090148,"[('Professor', 'Charles'), ('Uber', 'ride'), ('far', 'from')]"
967,6092872,"[('more', 'than')]"
968,6093540,"[('next', 'time'), ('Thank', 'you'), ('gracious', 'host')]"
969,6103482,"[('first', 'time'), ('definitely', 'recommend'), ('stay', 'again')]"
970,6104268,"[('Wicker', 'Park'), ('check', 'out'), ('get', 'downtown')]"
971,6104431,"[('at', ""Joanne's""), (""Joanne's"", 'place'), ('would', 'recommend')]"
972,6120375,"[('here', 'again'), ('Lincoln', 'Park'), ('host', 'She')]"
973,6129236,"[('absolute', 'pleasure'), ('Blue', 'Line'), ('blue', 'line')]"
974,6133578,"[('lock', 'box'), ('tin', 'ceiling'), ('National', 'Museum')]"
975,6140685,"[('minutes', 'away'), ('few', 'minutes'), ('highly', 'recommend')]"
976,6150893,"[('been', 'happier'), ('Blue', 'Line'), ('fully', 'stocked')]"
977,6153674,"[('for', 'us'), ('The', 'house'), ('in', 'the')]"
978,6156931,"[('in', 'a'), ('amazing', 'views'), ('a', 'great')]"
979,6166734,"[('Red', 'Line'), ('red', 'line'), ('recommend', 'staying')]"
980,6180642,"[('highly', 'recommend'), ('Great', 'location'), ('if', 'you')]"
981,6183074,"[('Blue', 'Line'), ('this', 'apt'), ('would', 'definitely')]"
982,6185146,"[('Logan', 'Square'), ('fire', 'pit'), ('Blue', 'Line')]"
983,6185638,"[('Blue', 'Line'), ('anyone', 'looking'), ('ended', 'up')]"
984,6186243,[]
985,6198321,"[('This', 'was'), ('was', 'very'), ('and', 'I')]"
986,6202588,"[('Great', 'location'), ('as', 'well'), ('We', 'had')]"
987,6210196,"[('public', 'transportation'), ('millennium', 'park'), ('walking', 'distance')]"
988,6211014,"[('9th', 'floor'), ('Saturday', 'morning'), ('come', 'back')]"
989,6212418,"[('french', 'press'), ('Blue', 'Line'), ('Apple', 'TV')]"
990,6216484,"[('walking', 'distance'), ('set', 'up'), ('have', 'been')]"
991,6225044,"[('light', 'sleeper'), ('public', 'transportation'), ('walking', 'distance')]"
992,6225547,"[('The', 'location'), ('AJ', 'was'), ('for', 'a')]"
993,6227959,"[('extra', ""food''""), ('public', 'transportation'), ('grocery', 'store')]"
994,6229085,"[('blue', 'line'), ('walking', 'distance'), ('air', 'mattress')]"
995,6232258,"[('concierge', 'service'), ('never', 'met'), ('property', 'management')]"
996,6234263,"[(""Michael's"", 'place'), ('great', 'host'), ('I', 'had')]"
997,6243643,"[('’', 's'), ('grocery', 'store'), ('train', 'station')]"
998,6245923,"[('Old', 'Town'), ('grocery', 'store'), ('make', 'sure')]"
999,6246314,"[('Wicker', 'Park'), ('upon', 'arrival'), ('walking', 'distance')]"
1000,6261301,"[('via', 'text'), ('public', 'transportation'), ('Divvy', 'bike')]"
1001,6267679,"[('35th', 'floor'), ('always', 'available'), ('highly', 'recommend')]"
1002,6272432,"[('high', 'ceilings'), ('walking', 'distance'), ('within', 'walking')]"
1003,6277018,"[('we', 'needed'), ('very', 'friendly'), ('in', 'Chicago')]"
1004,6277742,"[('pink', 'line'), ('made', 'sure'), ('would', 'definitely')]"
1005,6288917,[]
1006,6290441,"[('Thank', 'you'), ('walking', 'distance'), ('She', 'provided')]"
1007,6292490,"[('we', 'had'), ('great', 'host'), ('I', 'would')]"
1008,6305398,"[('Red', 'Line'), ('red', 'line'), ('Lake', 'Michigan')]"
1009,6312726,[]
1010,6316235,"[('Lincoln', 'Square'), ('street', 'parking'), ('days', 'before')]"
1011,6319095,"[('No', 'complaints'), ('high', 'ceilings'), ('ear', 'plugs')]"
